City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Finnsnes,NO,69.2296,17.9811,32.34,98,100,2.84,snow
350,Sao Filipe,CV,14.8961,-24.4956,77.61,79,100,9.66,overcast clouds
351,Beloha,MG,-25.1667,45.05,76.95,63,83,7.05,broken clouds
352,Oistins,BB,13.0667,-59.5333,87.89,62,40,13.8,scattered clouds
353,Goderich,CA,43.7501,-81.7165,39.9,61,100,20.15,overcast clouds
354,Perg,AT,48.25,14.6333,48.78,90,76,4.76,broken clouds
355,Dabakala,CI,8.3667,-4.4333,92.48,37,20,4.0,few clouds
356,Chuy,UY,-33.6971,-53.4616,75.42,41,0,6.38,clear sky
357,Senneterre,CA,48.3835,-77.2328,30.09,74,100,12.86,overcast clouds
358,Pacific Grove,US,36.6177,-121.9166,61.16,83,20,1.01,few clouds
359,Kamenka,RU,51.3223,42.7678,30.74,97,100,7.36,overcast clouds
360,Seminole,US,28.7086,-81.2081,81.23,81,40,1.01,scattered clouds
361,Kudahuvadhoo,MV,2.6708,72.8944,82.87,78,22,20.15,few clouds
362,Berlevag,NO,70.8578,29.0864,35.55,93,75,2.3,light rain
363,Sorland,NO,67.667,12.6934,42.66,67,69,32.44,broken clouds
364,Okhotsk,RU,59.3833,143.3,15.48,79,100,13.73,overcast clouds
365,Hami,CN,42.8,93.45,35.47,50,100,10.67,overcast clouds
366,Lagoa,PT,39.05,-27.9833,65.14,74,87,18.99,overcast clouds
367,Waingapu,ID,-9.6567,120.2641,81.0,79,99,5.1,overcast clouds
368,Ahipara,NZ,-35.1667,173.1667,55.58,75,100,5.3,overcast clouds
369,Uinskoye,RU,56.8817,56.5813,23.77,84,100,16.37,overcast clouds
370,Todos Santos,MX,23.45,-110.2167,81.01,69,5,2.8,clear sky
371,Bambamarca,PE,-6.6833,-78.5333,67.77,45,98,6.87,overcast clouds
372,Mahur,IN,25.1667,93.1167,57.07,67,10,0.85,clear sky
373,Ipixuna,BR,-1.7625,-48.8043,85.95,78,54,3.96,broken clouds
374,Zhengjiatun,CN,43.5064,123.5064,22.82,93,100,3.33,overcast clouds
375,Tiznit,MA,29.5833,-9.5,63.21,65,69,4.94,broken clouds
376,Verkhniy Ufaley,RU,56.0567,60.2306,25.2,77,100,14.88,overcast clouds
377,Guiratinga,BR,-16.3494,-53.7583,72.19,92,100,6.62,overcast clouds
378,Emerald,AU,-23.5333,148.1667,68.34,56,1,9.55,clear sky
379,Olafsvik,IS,64.8945,-23.7142,40.15,89,96,7.61,overcast clouds
380,Lensk,RU,60.7253,114.9278,-0.69,98,99,3.2,overcast clouds
381,Arlit,NE,18.7369,7.3853,86.67,11,77,5.06,broken clouds
382,Gari,RU,59.4307,62.3497,26.51,82,100,13.62,overcast clouds
383,Songjianghe,CN,42.1859,127.479,24.69,71,81,0.6,broken clouds
384,Stepnyak,KZ,52.8339,70.7803,12.76,71,82,22.73,broken clouds
385,Anloga,GH,5.7947,0.8973,84.22,72,4,10.16,clear sky
386,Shubarshi,KZ,48.5872,57.1869,22.51,92,73,11.21,broken clouds
387,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,60,89,4.68,overcast clouds
388,Nome,US,64.5011,-165.4064,1.47,67,1,3.44,clear sky
389,Vestmanna,FO,62.1564,-7.1664,47.32,87,90,13.8,overcast clouds
390,Turayf,SA,31.6725,38.6637,62.47,51,43,4.5,scattered clouds
391,Port-Gentil,GA,-0.7193,8.7815,80.8,81,36,13.09,light rain
392,Meulaboh,ID,4.1363,96.1285,76.6,85,100,3.31,overcast clouds
393,Komsomolskiy,UZ,40.4272,71.7189,31.42,46,0,2.66,clear sky
394,Outlook,CA,51.5001,-107.0513,16.36,88,100,5.1,overcast clouds
395,Altamont,US,42.2068,-121.7372,43.79,85,90,1.01,overcast clouds
396,Nantucket,US,41.2835,-70.0995,50.97,61,27,24.74,scattered clouds
397,Puerto Escondido,MX,15.85,-97.0667,85.03,65,20,6.91,few clouds
398,Ugoofaaru,MV,5.6667,73.0,81.91,69,71,21.05,broken clouds
399,Hamilton,US,39.1834,-84.5333,42.6,54,1,1.01,clear sky
400,Birin,NP,26.8865,88.0718,51.44,83,2,3.85,clear sky
401,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,70.36,93,100,4.99,overcast clouds
402,Tyrma,RU,50.0833,132.1667,6.13,99,88,2.33,overcast clouds
403,Jacqueville,CI,5.2052,-4.4146,85.91,77,14,10.2,light rain
404,Moba,CN,33.2288,105.0179,41.36,86,95,2.3,overcast clouds
405,Zhoucheng,CN,35.9122,116.3117,55.02,79,7,4.99,clear sky
406,Kitimat,CA,54.0524,-128.6534,39.9,48,100,1.01,light rain
407,La Palma,US,33.8464,-118.0467,69.12,85,90,1.01,haze
408,Porto Nacional,BR,-10.7081,-48.4172,89.6,52,78,2.77,broken clouds
409,Aldan,RU,58.6031,125.3894,-13.52,98,7,4.14,clear sky
410,Veraval,IN,20.9,70.3667,80.15,71,91,7.38,overcast clouds
411,Durant,US,33.994,-96.3708,54.37,31,1,14.97,clear sky
412,Bibiani,GH,6.4635,-2.3194,83.41,65,27,4.7,scattered clouds
413,Guerrero Negro,MX,27.9769,-114.0611,68.47,70,47,6.93,scattered clouds
414,Roma,US,43.2128,-75.4557,40.66,94,90,1.01,mist
415,Havelock,US,34.8791,-76.9013,55.94,44,40,3.0,scattered clouds
416,Langham,CA,52.3668,-106.9679,20.01,88,97,6.91,overcast clouds
417,Dodge City,US,37.7528,-100.0171,51.64,27,1,15.01,clear sky
418,Singaraja,ID,-8.112,115.0882,77.97,81,100,3.15,overcast clouds
419,Wagar,SD,16.1525,36.2032,87.19,36,3,10.54,clear sky
420,Vardablur,AM,40.9708,44.5089,34.38,51,97,3.44,overcast clouds
421,Hassleholm,SE,56.1591,13.7664,53.38,80,91,21.21,overcast clouds
422,Asyut,EG,27.181,31.1837,69.17,45,0,9.71,clear sky
423,Jeremie,HT,18.65,-74.1167,84.43,63,67,4.76,broken clouds
424,Malanje,AO,-9.5402,16.341,67.84,89,90,3.24,overcast clouds
425,Fukue,JP,32.6881,128.8419,63.79,53,0,15.3,clear sky
426,Orsha,BY,54.5153,30.4053,35.92,99,100,7.56,overcast clouds
427,Semnan,IR,35.5729,53.3971,42.13,58,2,1.45,clear sky
428,Yamada,JP,39.4667,141.95,47.95,74,12,7.63,few clouds
429,Saint-Joseph,RE,-21.3667,55.6167,77.38,74,48,9.95,scattered clouds
430,Gazojak,TM,41.1875,61.4036,34.18,40,10,11.07,clear sky
431,Amalapuram,IN,16.5833,82.0167,79.18,91,100,5.99,overcast clouds
432,Ust-Koksa,RU,50.2696,85.6108,-7.83,95,91,2.28,overcast clouds
433,Ascension,US,30.2169,-90.9001,62.11,45,1,8.05,clear sky
434,Manbij,SY,36.5281,37.9549,57.97,42,86,3.15,light rain
435,Darnah,LY,32.767,22.6367,67.24,65,5,16.73,clear sky
436,Spentrup,DK,56.537,10.0379,53.37,77,58,25.39,broken clouds
437,Portland,US,45.5234,-122.6762,50.9,92,90,1.01,overcast clouds
438,Auki,SB,-8.7676,160.7034,77.52,84,100,2.19,overcast clouds
439,Abu Samrah,SY,35.3029,37.1841,62.31,58,92,4.92,light rain
440,Togur,RU,58.3631,82.8265,2.46,93,100,6.2,overcast clouds
441,Mananjary,MG,-21.2167,48.3333,76.53,82,0,11.05,clear sky
442,Wuning,CN,29.2589,120.2311,59.22,88,98,4.79,overcast clouds
443,Damara,CF,4.9608,18.7035,80.69,62,90,2.73,overcast clouds
444,Bonthe,SL,7.5264,-12.505,82.81,75,50,8.61,light rain
445,Banyo,CM,6.75,11.8167,76.23,51,81,4.63,broken clouds
446,Gonzales,US,30.2385,-90.9201,61.05,45,1,8.05,clear sky
447,Irbeyskoye,RU,55.6428,95.4522,12.72,92,100,4.23,overcast clouds
448,Monte Carmelo,BR,-18.7247,-47.4986,68.13,90,100,3.85,overcast clouds
449,Muisne,EC,0.6,-80.0333,78.91,82,100,11.27,overcast clouds
450,Pasni,PK,25.2631,63.471,72.1,31,0,19.77,clear sky
451,Punta Gorda,US,26.9298,-82.0454,82.99,66,1,3.0,clear sky
452,Manokwari,ID,-0.8667,134.0833,78.78,77,60,2.57,broken clouds
453,Biskamzha,RU,53.4497,89.5272,3.2,93,100,11.43,overcast clouds
454,Ocean City,US,39.2776,-74.5746,48.97,42,2,11.99,clear sky
455,Sovetsk,RU,55.0839,21.8785,51.03,85,100,25.93,overcast clouds
456,Roura,GF,4.7263,-52.3274,87.71,66,0,10.36,clear sky
457,Xichang,CN,27.8964,102.2634,50.52,81,0,1.28,clear sky
458,Shelburne,CA,44.0787,-80.2041,37.67,73,34,15.14,scattered clouds
459,Mayumba,GA,-3.432,10.6554,79.14,89,98,7.7,light rain
460,Gravdal,NO,68.1214,13.5031,40.89,81,75,21.85,shower rain
461,Shingu,JP,33.7333,135.9833,51.08,75,0,7.09,clear sky
462,George,ZA,-33.963,22.4617,60.35,77,40,4.61,scattered clouds
463,Toora-Khem,RU,52.4675,96.11,13.55,88,100,9.53,light snow
464,Barkly West,ZA,-28.5354,24.5215,72.68,16,10,13.22,clear sky
465,Svetlyy,RU,54.675,20.1347,53.65,87,100,30.4,overcast clouds
466,Svetlogorsk,BY,52.6333,29.7333,41.67,93,100,7.72,overcast clouds
467,Atasu,KZ,48.6814,71.6433,-3.05,85,6,4.56,clear sky
468,Puro,PH,12.4841,123.3827,79.34,85,80,4.18,broken clouds
469,Ancud,CL,-41.8697,-73.8203,65.73,72,4,7.61,clear sky
470,Babu,CN,24.4167,111.5167,69.78,78,100,1.86,overcast clouds
471,San-Pedro,CI,4.7485,-6.6363,82.81,76,21,8.37,few clouds
472,Puri,IN,19.8,85.85,73.92,75,94,7.05,overcast clouds
473,Biak,ID,-0.9131,122.8766,77.11,82,94,1.68,overcast clouds
474,San Felipe,VE,10.3399,-68.7425,90.09,42,93,6.04,overcast clouds
475,Port Blair,IN,11.6667,92.75,80.76,81,99,6.85,overcast clouds
476,Pochutla,MX,15.7432,-96.4661,89.82,46,55,5.5,broken clouds
477,Pecos,US,31.4229,-103.4932,58.05,23,1,0.0,clear sky
478,Jaisinghnagar,IN,23.7,81.3833,65.03,44,85,3.2,overcast clouds
479,Avera,US,33.194,-82.5271,60.31,21,28,11.27,scattered clouds
480,Plastun,RU,44.7561,136.2939,26.51,78,4,9.44,clear sky
481,Mitsamiouli,KM,-11.3847,43.2844,79.97,79,12,10.69,few clouds
482,High Level,CA,58.5169,-117.136,5.11,92,40,2.3,scattered clouds
483,Saint Anthony,US,45.0205,-93.218,35.65,62,1,5.99,clear sky
484,Acara,BR,-1.9608,-48.1967,89.28,57,42,1.95,scattered clouds
485,Grindavik,IS,63.8424,-22.4338,41.47,81,75,18.41,broken clouds
486,Mumford,GH,5.2618,-0.759,82.74,74,30,9.15,scattered clouds
487,Kaka,TM,37.3482,59.6143,41.86,53,0,6.33,clear sky
488,Kualakapuas,ID,-3.0091,114.3876,75.36,97,100,2.39,overcast clouds
489,Kholodnyy,RU,62.7167,147.95,-16.74,100,99,0.25,overcast clouds
490,Sharan,RU,54.8167,54.0,26.2,91,100,16.17,overcast clouds
491,San Fernando,PH,15.0286,120.6898,82.42,84,98,2.44,overcast clouds
492,Palmer,US,42.1584,-72.3287,45.61,55,75,1.01,broken clouds
493,Hadejia,NG,12.4498,10.0444,89.08,14,1,7.99,clear sky
494,Bealanana,MG,-14.55,48.7333,68.54,73,72,3.18,broken clouds
495,Broken Hill,AU,-31.95,141.4333,68.27,69,100,8.99,moderate rain
496,Belaya Gora,RU,68.5333,146.4167,-23.37,100,75,1.68,broken clouds
497,Two Rivers,US,44.1539,-87.5693,37.17,60,1,4.0,clear sky
498,Safaga,EG,26.7292,33.9365,72.97,47,0,20.22,clear sky
499,Tazmalt,DZ,36.3868,4.3989,60.1,65,25,1.97,scattered clouds
500,Lac Du Bonnet,CA,50.2536,-96.0612,23.59,83,100,10.51,overcast clouds
501,Itoman,JP,26.1247,127.6694,71.62,83,20,9.22,few clouds
502,Codrington,AU,-38.2667,141.9667,44.91,82,65,3.56,broken clouds
503,Natal,BR,-5.795,-35.2094,90.25,66,75,17.27,broken clouds
504,Kilindoni,TZ,-7.9139,39.6668,80.62,70,12,14.9,few clouds
505,Caraubas,BR,-5.7925,-37.5567,91.62,22,60,8.63,broken clouds
506,Tateyama,JP,34.9833,139.8667,51.82,60,57,10.16,broken clouds
507,Jacareacanga,BR,-6.2222,-57.7528,88.11,74,75,2.3,broken clouds
508,Tocopilla,CL,-22.092,-70.1979,67.96,64,48,7.02,scattered clouds
509,Kuching,MY,1.55,110.3333,75.42,94,20,2.3,moderate rain
510,Killybegs,IE,54.6333,-8.45,53.31,83,95,13.44,overcast clouds
511,Kichera,RU,55.9375,110.0997,11.86,82,100,5.3,overcast clouds
512,Wanning,CN,18.8003,110.3967,75.38,74,86,4.16,overcast clouds
513,Morant Bay,JM,17.8815,-76.4093,89.22,61,75,5.59,broken clouds
514,Akyab,MM,20.15,92.9,77.99,72,7,9.64,clear sky
515,Leshukonskoye,RU,64.8989,45.7622,28.63,96,100,8.23,light snow
516,Santa Maria,BR,-29.6842,-53.8069,77.72,31,0,6.38,clear sky
517,Smithers,CA,54.7804,-127.1743,25.12,86,75,2.3,broken clouds
518,Virginia Beach,US,36.8529,-75.978,53.65,51,40,16.11,scattered clouds
519,Yerofey Pavlovich,RU,53.9667,121.9667,1.29,94,29,3.13,scattered clouds
520,Petatlan,MX,17.5167,-101.2667,89.4,53,17,3.67,few clouds
521,Karpinsk,RU,59.7654,60.0085,24.22,82,100,9.6,overcast clouds
522,Nirmal,IN,19.1,78.35,74.41,78,100,4.81,overcast clouds
523,Kainan,JP,34.15,135.2,57.24,74,0,7.05,clear sky
524,Vanimo,PG,-2.6741,141.3028,78.22,87,95,1.45,light rain
525,Mopipi,BW,-21.1833,24.8833,83.01,40,52,3.24,light rain
526,Rawson,AR,-43.3002,-65.1023,75.97,32,4,5.93,clear sky
527,Pucallpa,PE,-8.3791,-74.5539,80.64,89,75,3.44,broken clouds
528,Baoqing,CN,46.3317,132.2111,24.24,76,21,5.39,few clouds
529,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,63,75,8.95,broken clouds
530,Hofn,IS,64.2539,-15.2082,33.82,86,0,5.75,clear sky
531,Goba,ET,7.0167,39.9833,49.84,58,11,5.3,few clouds
532,Vaasa,FI,63.096,21.6158,36.95,100,90,1.14,light intensity shower rain
533,San Luis,AR,-33.295,-66.3356,85.15,21,4,8.72,clear sky
534,Talcahuano,CL,-36.7167,-73.1167,67.68,60,0,9.22,clear sky
535,Alamosa,US,37.4695,-105.87,43.36,30,1,6.91,clear sky
536,Kimbe,PG,-5.5502,150.1429,75.11,94,100,3.31,light rain
537,Axim,GH,4.8699,-2.2405,82.85,74,12,9.75,few clouds
538,Christchurch,NZ,-43.5333,172.6333,53.8,71,45,4.61,scattered clouds
539,Clarence Town,AU,-32.5833,151.7833,66.34,89,100,1.77,overcast clouds
540,Quesnel,CA,52.9999,-122.5029,27.1,80,1,10.36,clear sky
541,Zhangye,CN,38.9342,100.4517,32.97,37,45,9.62,scattered clouds
542,Kalaleh,IR,37.3807,55.4916,44.2,76,0,4.61,clear sky
543,Moerai,PF,-22.4333,-151.3333,74.7,65,95,13.73,overcast clouds
544,Barreirinha,BR,-2.7933,-57.07,93.72,47,90,2.62,overcast clouds
545,Vostok,RU,46.4856,135.8833,16.72,98,100,2.55,overcast clouds
546,Graaff-Reinet,ZA,-32.2522,24.5308,66.92,35,0,17.2,clear sky
547,Bykovo,RU,55.6361,38.0803,36.41,87,90,8.95,light rain
548,Kallaste,EE,58.655,27.1592,41.23,94,100,13.27,light rain
549,Bambanglipuro,ID,-7.95,110.2833,75.16,96,100,3.89,moderate rain
550,Pitimbu,BR,-7.4706,-34.8086,86.59,63,56,12.86,broken clouds
551,Panaba,MX,21.2833,-88.2667,83.7,63,70,5.32,broken clouds
552,Rizhao,CN,35.4275,119.4553,54.79,88,3,3.04,clear sky
553,Kushmurun,KZ,52.4503,64.6311,18.25,91,98,17.92,overcast clouds
554,Srednekolymsk,RU,67.45,153.6833,-10.19,99,100,1.28,overcast clouds
555,Paragominas,BR,-2.9667,-47.4833,89.08,55,71,2.51,broken clouds
556,Westport,US,41.1415,-73.3579,49.28,49,75,5.01,broken clouds
557,Pisco,PE,-13.7,-76.2167,70.02,77,100,11.5,haze
558,Denpasar,ID,-8.65,115.2167,78.46,94,20,1.14,few clouds
559,Paraiso,CR,9.8383,-83.8656,81.88,50,57,5.97,broken clouds
560,Salinopolis,BR,-0.6136,-47.3561,83.91,77,39,12.03,scattered clouds
561,Soyo,AO,-6.1349,12.3689,80.22,84,47,10.83,scattered clouds
562,Killorglin,IE,52.1,-9.7833,51.67,76,93,5.73,overcast clouds
563,Douglas,US,41.3,-96.167,47.14,41,1,10.0,clear sky
564,Bowen,AU,-20.0167,148.2333,74.32,71,0,13.4,clear sky
565,Seryshevo,RU,51.0933,128.3786,0.46,93,8,3.71,clear sky
566,Pontes E Lacerda,BR,-15.2261,-59.3353,74.28,84,100,2.91,overcast clouds
567,Sioux Lookout,CA,50.1001,-91.917,24.87,80,90,8.05,overcast clouds
568,Luba,GQ,3.4568,8.5547,81.07,82,35,8.3,light rain
569,Baykit,RU,61.67,96.37,-10.26,98,98,2.42,overcast clouds
570,Greenwood,US,34.1668,-82.1165,57.79,33,1,3.0,clear sky
571,Vryburg,ZA,-26.9566,24.7284,75.99,10,0,11.83,clear sky
572,Pringsewu,ID,-5.3582,104.9744,74.39,94,100,0.56,overcast clouds
573,Galveston,US,29.3669,-94.9669,61.09,66,10,1.99,clear sky
574,Tazovskiy,RU,67.4667,78.7,-17.32,100,98,3.51,overcast clouds
575,Gigmoto,PH,13.7796,124.39,78.39,89,26,3.94,scattered clouds
576,Caraz,PE,-9.0486,-77.81,67.96,60,98,8.23,overcast clouds
577,San Jose,US,37.3394,-121.895,61.52,81,75,5.75,haze
578,Aden,YE,12.7794,45.0367,80.8,58,20,7.45,few clouds
579,Terrace Bay,CA,48.7834,-87.1,29.82,68,83,6.67,broken clouds
580,Turkeve,HU,47.1,20.75,48.02,79,97,7.49,overcast clouds
581,Byron Bay,AU,-28.65,153.6167,69.91,86,88,11.12,overcast clouds
582,Schruns,AT,47.0709,9.9475,42.49,100,65,5.77,broken clouds
583,Bima,ID,-8.4667,118.7167,78.37,88,95,1.92,overcast clouds
584,Juegang,CN,32.3174,121.1855,54.91,80,0,8.25,clear sky
585,Pierre,US,44.3683,-100.351,36.52,51,1,6.91,clear sky
586,Reyes,BO,-14.3167,-67.3833,82.56,65,90,4.61,overcast clouds
587,Benghazi,LY,32.1167,20.0667,68.58,62,80,14.23,broken clouds
588,Ngunguru,NZ,-35.6167,174.5,55.17,70,100,3.8,overcast clouds
589,Caorle,IT,45.5966,12.8758,52.09,84,70,1.88,broken clouds
590,Tilichiki,RU,60.4667,166.1,16.56,90,100,7.7,overcast clouds
591,Gumdag,TM,39.2061,54.5906,44.06,34,26,16.06,scattered clouds
592,Pimentel,PE,-6.8367,-79.9342,73.69,56,0,14.97,clear sky
593,Birjand,IR,32.8663,59.2211,34.27,29,0,4.61,clear sky
594,Beloye,UA,48.4952,39.0505,36.36,94,100,5.91,overcast clouds
595,Benevento,IT,41.2179,14.7464,56.68,79,6,4.83,clear sky
596,Tura,IN,25.5198,90.2201,62.47,86,7,3.0,clear sky
597,Saint-Francois,FR,46.4154,3.9054,41.47,93,90,5.75,overcast clouds
598,Namwala,ZM,-15.7504,26.4384,79.9,43,83,5.77,broken clouds
599,Tyazhinskiy,RU,56.116,88.524,4.98,90,100,14.25,overcast clouds
600,Mabaruma,GY,8.2,-59.7833,87.58,57,47,5.97,scattered clouds
601,Whitehorse,CA,60.7161,-135.0538,-6.9,76,75,3.0,broken clouds
602,Blagoveshchensk,RU,50.2667,127.5333,0.21,92,0,2.24,clear sky
603,Soe,ID,-9.8607,124.284,70.14,87,100,2.86,overcast clouds
604,General Roca,AR,-39.0333,-67.5833,84.6,20,0,17.83,clear sky
605,Nowa Sol,PL,51.8033,15.717,51.96,81,100,18.03,overcast clouds
606,Bartica,GY,6.4,-58.6167,88.12,69,76,3.83,broken clouds
607,Balkanabat,TM,39.5108,54.3671,45.55,32,17,10.69,few clouds
608,Amahai,ID,-3.3333,128.9167,78.73,85,61,4.32,broken clouds
609,Lunino,RU,53.5918,45.2271,31.91,96,100,7.96,overcast clouds
610,Batemans Bay,AU,-35.7167,150.1833,64.2,96,100,1.57,light rain
611,Maine-Soroa,NE,13.2114,12.0241,87.91,13,2,9.64,clear sky
612,Lososina,RU,48.9975,140.3106,28.96,63,69,11.72,broken clouds
613,Port-Cartier,CA,50.0334,-66.8654,39.74,71,72,9.01,broken clouds
614,Pangnirtung,CA,66.1451,-65.7125,23.0,58,90,3.44,overcast clouds
615,Lingao,CN,19.9103,109.6859,71.44,85,23,10.16,few clouds
616,Dunhua,CN,43.3725,128.2425,26.06,69,70,1.95,broken clouds
617,Kindu,CD,-2.95,25.95,78.33,67,63,2.51,broken clouds
618,Qingdao,CN,36.0986,120.3719,47.8,93,26,4.47,mist
619,Qui Nhon,VN,13.7667,109.2333,74.86,92,76,6.22,broken clouds
620,Sale,MA,34.0389,-6.8166,69.64,68,100,0.0,overcast clouds
621,Mont-Dore,NC,-22.2833,166.5833,77.0,99,100,6.38,overcast clouds
622,Qaqortoq,GL,60.7167,-46.0333,21.7,79,100,3.4,overcast clouds
623,Alice Springs,AU,-23.7,133.8833,67.55,49,9,5.75,clear sky
624,Hambantota,LK,6.1241,81.1185,78.64,83,97,15.43,overcast clouds
625,Porto Walter,BR,-8.2686,-72.7439,83.64,70,95,3.8,overcast clouds
626,Port Augusta,AU,-32.5,137.7667,60.94,90,100,4.92,moderate rain
627,Port Lincoln,AU,-34.7333,135.8667,56.82,82,100,12.08,overcast clouds
628,Kirkwall,GB,58.9848,-2.9587,48.54,96,75,2.3,broken clouds
629,Buraydah,SA,26.326,43.975,75.65,30,48,12.77,scattered clouds
630,Mogocha,RU,53.7333,119.7667,3.34,96,93,2.51,overcast clouds
631,Nioki,CD,-2.7167,17.6833,79.81,73,98,1.79,overcast clouds
632,Parauna,BR,-16.9478,-50.4486,78.06,74,97,11.74,overcast clouds
633,Zemio,CF,5.0314,25.1361,76.12,66,95,0.78,overcast clouds
634,Dvinskoy,RU,62.1535,45.1175,31.98,88,100,9.8,overcast clouds
635,Cap Malheureux,MU,-19.9842,57.6142,75.69,73,6,3.0,light rain
636,Teguldet,RU,57.3064,88.1667,4.86,89,100,8.57,overcast clouds
637,Lata,PT,40.1629,-8.3327,63.01,57,8,9.22,clear sky
638,Faqirwali,PK,29.4663,73.034,65.89,19,0,1.95,clear sky
639,Mut,TR,36.6439,33.4389,59.65,56,99,2.44,overcast clouds
640,Santa Flavia,IT,38.085,13.5351,64.13,80,42,1.01,scattered clouds
641,Xinan,CN,26.72,119.8556,61.3,86,12,4.85,few clouds
642,Mugur-Aksy,RU,50.35,90.5,-8.28,81,73,8.14,broken clouds
643,Sete Lagoas,BR,-19.4658,-44.2467,76.28,74,100,7.14,overcast clouds
644,Oktyabrskoye,RU,43.0645,44.7417,37.54,86,75,4.47,broken clouds
645,Aswan,EG,24.0934,32.907,74.5,27,0,9.22,clear sky
646,Shenjiamen,CN,29.9576,122.298,62.24,72,56,9.95,broken clouds
647,Mastic Beach,US,40.7668,-72.8521,49.06,49,1,8.01,clear sky
648,Shache,CN,38.4167,77.2406,39.25,34,0,7.96,clear sky
649,Adrar,MR,20.5022,-10.0711,86.94,18,33,10.74,scattered clouds
650,Iskateley,RU,67.6803,53.1512,22.15,95,100,16.04,light snow
651,Xuddur,SO,4.1213,43.8894,84.52,40,83,4.27,broken clouds
652,Ahuimanu,US,21.4447,-157.8378,75.85,81,75,3.44,broken clouds
653,Jawhar,SO,2.7809,45.5005,78.31,76,25,14.18,scattered clouds
654,Fraserburgh,GB,57.6874,-2.0184,58.12,82,85,4.25,overcast clouds
655,Pombas,CV,17.1503,-25.0201,78.58,83,98,11.36,overcast clouds
656,Lyngdal,NO,58.1376,7.07,51.85,76,41,30.24,scattered clouds
657,Nouakchott,MR,18.0858,-15.9785,93.13,61,95,14.76,overcast clouds
