City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
104,Solnechnyy,RU,2021-11-18 15:28:33,50.7214,136.6319,16.54,91,100,5.59
105,Seguela,CI,2021-11-18 15:28:33,7.9611,-6.6731,92.39,34,16,5.99
106,Bambous Virieux,MU,2021-11-18 15:28:33,-20.3428,57.7575,78.22,69,40,17.27
107,Sarakhs,IR,2021-11-18 15:28:34,36.5449,61.1577,43.9,37,0,7.52
108,Bluff,NZ,2021-11-18 15:28:34,-46.6,168.3333,48.04,85,47,12.75
109,Sept-Iles,CA,2021-11-18 15:27:02,50.2001,-66.3821,36.03,89,90,8.99
110,Thinadhoo,MV,2021-11-18 15:28:34,0.5333,72.9333,81.79,79,31,18.68
111,Eureka,US,2021-11-18 15:28:34,40.8021,-124.1637,56.19,94,100,1.01
112,Olafsvik,IS,2021-11-18 15:28:35,64.8945,-23.7142,38.55,94,100,5.97
113,Eldorado,BR,2021-11-18 15:25:29,-23.7869,-54.2836,78.46,76,78,9.53
114,Namatanai,PG,2021-11-18 15:28:35,-3.6667,152.4333,79.88,74,89,7.52
115,Salisbury,GB,2021-11-18 15:28:36,51.0693,-1.7957,57.29,82,90,12.66
116,Tiksi,RU,2021-11-18 15:28:36,71.6872,128.8694,-2.07,97,100,4.41
117,Fatwa,IN,2021-11-18 15:28:36,25.5167,85.3167,62.69,40,83,2.24
118,Aksarka,RU,2021-11-18 15:28:36,66.5606,67.7975,-17.66,99,41,4.9
119,Buala,SB,2021-11-18 15:28:37,-8.145,159.5921,80.11,82,74,4.9
120,Kodiak,US,2021-11-18 15:28:37,57.79,-152.4072,17.11,73,90,0.0
121,Kavieng,PG,2021-11-18 15:28:38,-2.5744,150.7967,81.25,79,100,9.51
122,Canto Do Buriti,BR,2021-11-18 15:28:38,-8.11,-42.9444,93.63,35,99,6.08
123,Rolleston,NZ,2021-11-18 15:28:39,-43.5833,172.3833,54.43,93,0,9.22
124,Chase,CA,2021-11-18 15:28:39,50.8165,-119.6857,32.14,82,100,2.37
125,Aklavik,CA,2021-11-18 15:28:40,68.2191,-135.0107,1.4,78,90,11.5
126,Taoudenni,ML,2021-11-18 15:28:40,22.6783,-3.9836,87.6,15,100,2.98
127,Ciney,BE,2021-11-18 15:28:40,50.2945,5.1002,48.09,84,92,8.72
128,Norman Wells,CA,2021-11-18 15:28:41,65.282,-126.8329,1.44,78,90,11.5
129,La Union,PE,2021-11-18 15:27:24,-5.4,-80.75,75.63,58,67,8.25
130,Guane,CU,2021-11-18 15:28:41,22.2025,-84.0875,77.83,86,100,8.77
131,Fort Nelson,CA,2021-11-18 15:28:41,58.8053,-122.7002,8.19,92,90,9.22
132,Baherden,TM,2021-11-18 15:28:42,38.4362,57.4316,44.4,38,0,7.43
133,Arraial Do Cabo,BR,2021-11-18 15:28:42,-22.9661,-42.0278,91.36,62,0,13.8
134,Ostrovnoy,RU,2021-11-18 15:28:42,68.0531,39.5131,35.89,96,100,15.32
135,Dubbo,AU,2021-11-18 15:25:12,-32.25,148.6167,62.73,63,100,6.91
136,Axim,GH,2021-11-18 15:28:43,4.8699,-2.2405,84.06,72,75,5.88
137,Georgetown,MY,2021-11-18 15:29:43,5.4112,100.3354,76.95,94,20,3.44
138,Kupang,ID,2021-11-18 15:29:43,-10.1667,123.5833,80.87,75,100,6.29
139,Ilulissat,GL,2021-11-18 15:29:44,69.2167,-51.1,-11.31,73,0,7.58
140,Bongouanou,CI,2021-11-18 15:29:44,6.6486,-4.1992,85.78,59,100,2.71
141,Mwinilunga,ZM,2021-11-18 15:29:45,-11.7358,24.4293,64.08,89,95,4.36
142,Abrau-Dyurso,RU,2021-11-18 15:29:46,44.69,37.59,36.86,72,100,5.32
143,Richards Bay,ZA,2021-11-18 15:29:46,-28.783,32.0377,69.82,71,85,21.23
144,Naryan-Mar,RU,2021-11-18 15:29:46,67.6713,53.087,8.73,83,100,11.86
145,Karratha,AU,2021-11-18 15:29:47,-20.7377,116.8463,79.43,62,14,16.78
146,Sambava,MG,2021-11-18 15:29:47,-14.2667,50.1667,78.51,70,10,10.45
147,Dalbandin,PK,2021-11-18 15:29:48,28.8947,64.4101,56.16,32,0,12.71
148,Hobyo,SO,2021-11-18 15:29:49,5.3505,48.5268,80.17,65,77,14.45
149,Saskylakh,RU,2021-11-18 15:29:49,71.9167,114.0833,-29.51,100,35,4.21
150,Coquimbo,CL,2021-11-18 15:29:50,-29.9533,-71.3436,60.53,72,75,10.36
151,Nelson Bay,AU,2021-11-18 15:29:50,-32.7167,152.15,66.99,85,74,1.01
152,Portland,US,2021-11-18 15:27:45,45.5234,-122.6762,47.75,70,90,1.99
153,Chokurdakh,RU,2021-11-18 15:29:50,70.6333,147.9167,-14.4,100,67,5.03
154,Berestechko,UA,2021-11-18 15:29:51,50.3605,25.1107,43.0,77,100,12.28
155,Asau,RO,2021-11-18 15:29:51,46.4333,26.4,40.28,78,31,0.72
156,Praia,CV,2021-11-18 15:29:52,14.9215,-23.5087,82.94,57,40,14.97
157,Ponta Do Sol,PT,2021-11-18 15:29:52,32.6667,-17.1,71.71,65,48,3.47
158,Wilmington,US,2021-11-18 15:29:52,34.2257,-77.9447,74.98,72,20,6.91
159,Moron,AR,2021-11-18 15:29:53,-34.6534,-58.6198,77.02,29,1,3.0
160,Aykhal,RU,2021-11-18 15:29:53,66.0,111.5,-15.97,100,97,4.83
161,Thompson,CA,2021-11-18 15:29:53,55.7435,-97.8558,1.56,85,20,5.75
162,Torit,SS,2021-11-18 15:29:54,4.4133,32.5678,82.67,52,89,4.14
163,Gat,IL,2021-11-18 15:29:02,31.61,34.7642,71.4,64,69,6.69
164,Alghero,IT,2021-11-18 15:29:54,40.5589,8.3181,64.49,68,20,11.5
165,Lasa,IT,2021-11-18 15:29:54,46.6166,10.7002,50.74,75,87,4.36
166,Tiffin,US,2021-11-18 15:29:55,41.1145,-83.178,43.18,78,100,5.01
167,Rognan,NO,2021-11-18 15:29:55,67.0953,15.3878,37.89,91,99,7.43
168,Tairua,NZ,2021-11-18 15:29:55,-37.0167,175.85,54.09,87,13,5.95
169,Mayumba,GA,2021-11-18 15:29:56,-3.432,10.6554,81.79,74,21,6.53
170,Ribeira Grande,PT,2021-11-18 15:29:56,38.5167,-28.7,70.2,68,20,17.27
171,Okhotsk,RU,2021-11-18 15:29:56,59.3833,143.3,22.48,85,100,16.37
172,Saint Anthony,US,2021-11-18 15:29:57,45.0205,-93.218,30.54,70,90,5.99
173,Tuktoyaktuk,CA,2021-11-18 15:29:57,69.4541,-133.0374,5.0,85,90,16.11
174,Ingham,US,2021-11-18 15:29:57,42.6,-84.3833,39.15,69,90,9.22
175,Port Hedland,AU,2021-11-18 15:27:55,-20.3167,118.5667,78.85,73,45,17.27
176,Bilibino,RU,2021-11-18 15:29:58,68.0546,166.4372,-8.7,99,35,4.05
177,Araguacu,BR,2021-11-18 15:29:58,-12.9306,-49.8264,82.81,75,91,6.93
178,Kasulu,TZ,2021-11-18 15:29:59,-4.5767,30.1025,71.1,76,73,8.3
179,Torbay,CA,2021-11-18 15:29:59,47.6666,-52.7314,36.39,63,75,17.27
180,Inongo,CD,2021-11-18 15:29:59,-1.95,18.2667,75.33,81,62,5.44
181,Waingapu,ID,2021-11-18 15:31:00,-9.6567,120.2641,80.69,76,37,8.01
182,Rafsanjan,IR,2021-11-18 15:31:00,30.4067,55.9939,50.13,41,3,7.0
183,Sarahan,IN,2021-11-18 15:31:00,31.5167,77.8,45.84,29,6,6.96
184,Saint-Georges,GD,2021-11-18 15:30:11,12.0564,-61.7485,85.68,70,40,18.41
185,San Policarpo,PH,2021-11-18 15:31:01,12.1791,125.5072,76.59,90,62,5.86
186,Campestre,BR,2021-11-18 15:31:01,-21.7111,-46.2464,71.94,89,100,5.57
187,Zhirnovsk,RU,2021-11-18 15:31:02,50.9845,44.7735,26.24,74,60,6.98
188,Ambon,ID,2021-11-18 15:31:02,-3.6954,128.1814,77.14,94,40,5.75
189,Clinton,US,2021-11-18 15:29:50,42.587,-82.9199,43.21,66,75,1.99
190,Yarmouth,US,2021-11-18 15:31:02,41.7057,-70.2286,67.1,84,1,13.0
191,Camacha,PT,2021-11-18 15:31:03,33.0833,-16.3333,67.53,60,40,14.97
192,Paamiut,GL,2021-11-18 15:31:03,61.994,-49.6678,14.72,83,40,11.61
193,Abha,SA,2021-11-18 15:31:03,18.2164,42.5053,66.02,82,20,9.22
194,Santa Rosa,PH,2021-11-18 15:31:04,14.3122,121.1114,83.91,79,73,4.47
195,Lavrentiya,RU,2021-11-18 15:31:04,65.5833,-171.0,1.9,92,10,10.16
196,Casablanca,MA,2021-11-18 15:26:42,33.5928,-7.6192,73.62,52,0,5.01
197,Angoram,PG,2021-11-18 15:31:05,-4.0625,144.0661,73.94,99,99,1.05
198,Kenai,US,2021-11-18 15:31:05,60.5544,-151.2583,6.15,84,1,3.44
199,Puri,IN,2021-11-18 15:31:06,19.8,85.85,75.72,63,61,9.82
200,Ridgecrest,US,2021-11-18 15:30:36,35.6225,-117.6709,49.64,37,69,1.01
201,Victor Harbor,AU,2021-11-18 15:31:06,-35.5667,138.6167,60.89,84,100,1.01
202,Harboore,DK,2021-11-18 15:31:07,56.6175,8.1807,54.16,94,100,25.03
203,Honningsvag,NO,2021-11-18 15:31:07,70.9821,25.9704,37.15,93,90,1.14
204,Palu,ID,2021-11-18 15:31:08,-0.8917,119.8707,76.41,94,100,2.26
205,Vila Velha,BR,2021-11-18 15:31:08,-20.3297,-40.2925,85.95,70,20,8.99
206,Filadelfia,US,2021-11-18 15:29:00,39.9523,-75.1638,65.14,70,20,5.01
207,Kalynivka,UA,2021-11-18 15:31:09,49.4539,28.5261,33.94,85,100,9.46
208,Yanam,IN,2021-11-18 15:31:09,16.7333,82.2167,81.0,86,100,13.15
209,Lekoni,GA,2021-11-18 15:31:10,-1.5843,14.2591,81.32,64,95,5.41
210,La Ronge,CA,2021-11-18 15:31:10,55.1001,-105.2842,16.05,92,90,8.05
211,Teya,RU,2021-11-18 15:31:10,60.3778,92.6267,16.02,90,100,8.99
212,Faanui,PF,2021-11-18 15:31:11,-16.4833,-151.75,80.69,64,100,17.18
213,Mainburg,DE,2021-11-18 15:31:11,48.65,11.7833,47.39,81,75,5.75
214,Asosa,ET,2021-11-18 15:31:12,10.0667,34.5333,69.58,49,20,5.12
215,Minnedosa,CA,2021-11-18 15:31:12,50.2453,-99.8436,14.56,91,8,10.33
216,Makakilo City,US,2021-11-18 15:31:12,21.3469,-158.0858,71.92,89,1,4.61
217,Hofn,IS,2021-11-18 15:31:13,64.2539,-15.2082,35.62,80,90,9.22
218,San Ferdinando Di Puglia,IT,2021-11-18 15:31:13,41.3026,16.0705,61.29,83,74,5.37
219,Marzuq,YE,2021-11-18 15:31:14,14.4,46.4667,73.74,22,2,8.23
220,Broken Hill,AU,2021-11-18 15:31:14,-31.95,141.4333,73.11,31,90,8.05
221,Bilma,NE,2021-11-18 15:31:14,18.6853,12.9164,88.11,12,0,8.7
222,Rethimnon,GR,2021-11-18 15:31:15,35.3647,24.4714,64.2,74,14,4.5
223,Souillac,MU,2021-11-18 15:31:15,-20.5167,57.5167,78.37,69,40,17.27
224,Vryburg,ZA,2021-11-18 15:31:15,-26.9566,24.7284,83.34,6,0,15.21
225,Yeppoon,AU,2021-11-18 15:31:16,-23.1333,150.7333,71.38,69,12,11.43
226,Hovd,MN,2021-11-18 15:31:16,48.0056,91.6419,19.47,30,0,6.53
227,China,MX,2021-11-18 15:31:00,25.7,-99.2333,65.84,63,39,34.67
228,Ewa Beach,US,2021-11-18 15:32:17,21.3156,-158.0072,73.35,89,1,4.0
229,Gambiran,ID,2021-11-18 15:32:17,-6.7988,111.4951,76.68,87,69,2.01
230,Neryungri,RU,2021-11-18 15:32:17,56.6709,124.6491,-4.67,99,98,4.88
231,Temascalapa,MX,2021-11-18 15:32:18,19.8333,-98.9,57.94,35,98,2.21
232,Lebu,CL,2021-11-18 15:31:10,-37.6167,-73.65,58.21,73,11,18.03
233,Berlevag,NO,2021-11-18 15:32:18,70.8578,29.0864,33.75,93,75,2.3
234,Sisimiut,GL,2021-11-18 15:32:18,66.9395,-53.6735,11.71,83,81,7.25
235,Klaksvik,FO,2021-11-18 15:32:19,62.2266,-6.589,45.52,85,100,10.58
236,Biak,ID,2021-11-18 15:32:19,-0.9131,122.8766,77.23,83,100,3.15
237,Cabo San Lucas,MX,2021-11-18 15:32:19,22.8909,-109.9124,79.52,52,1,3.44
238,Konotop,UA,2021-11-18 15:32:20,51.2403,33.2026,30.94,64,86,8.61
239,Egvekinot,RU,2021-11-18 15:32:20,66.3167,-179.1667,-3.21,77,0,8.7
240,Kananga,CD,2021-11-18 15:32:21,-5.8958,22.4178,70.36,93,71,3.83
241,Tasiilaq,GL,2021-11-18 15:32:21,65.6145,-37.6368,18.39,61,99,4.23
242,Astoria,US,2021-11-18 15:32:22,46.1879,-123.8313,47.91,65,90,4.0
243,Porto Santo,PT,2021-11-18 15:32:22,33.072,-16.3415,70.3,60,40,14.97
244,Innisfail,AU,2021-11-18 15:32:23,-17.5333,146.0333,74.89,85,14,8.37
245,Felipe Carrillo Puerto,MX,2021-11-18 15:32:23,19.5833,-88.05,81.93,74,64,4.14
246,Tornio,FI,2021-11-18 15:32:24,65.8481,24.1466,32.02,85,27,7.16
247,Puerto Escondido,MX,2021-11-18 15:32:24,15.85,-97.0667,84.47,56,7,2.86
248,Vardo,NO,2021-11-18 15:32:24,70.3705,31.1107,35.8,93,75,9.22
249,Deputatskiy,RU,2021-11-18 15:32:25,69.3,139.9,-10.68,99,98,3.42
250,Harnosand,SE,2021-11-18 15:32:25,62.6323,17.9379,35.01,65,73,8.93
251,Goderich,CA,2021-11-18 15:31:29,43.7501,-81.7165,40.91,60,99,20.71
252,Atar,MR,2021-11-18 15:32:26,20.5169,-13.0499,76.32,48,100,3.49
253,Battle Creek,US,2021-11-18 15:31:10,42.3212,-85.1797,37.94,46,90,23.02
254,Bagdarin,RU,2021-11-18 15:32:27,54.4333,113.6,2.14,94,76,3.42
255,Pevek,RU,2021-11-18 15:32:28,69.7008,170.3133,10.2,69,7,17.0
256,Veraval,IN,2021-11-18 15:32:28,20.9,70.3667,75.87,76,98,10.76
257,Saint-Pierre,RE,2021-11-18 15:32:28,-21.3393,55.4781,78.48,69,0,12.66
258,Odweyne,SO,2021-11-18 15:32:29,9.4092,45.064,71.98,45,11,14.94
259,Aasiaat,GL,2021-11-18 15:32:29,68.7098,-52.8699,-7.65,96,26,6.49
260,Fortuna,US,2021-11-18 15:32:30,40.5982,-124.1573,53.37,78,75,5.75
261,Berdigestyakh,RU,2021-11-18 15:32:30,62.0989,126.6992,-13.07,99,59,4.88
262,The Valley,AI,2021-11-18 15:32:30,18.217,-63.0578,86.83,70,40,17.27
263,Urazovo,RU,2021-11-18 15:32:31,50.0836,38.0395,28.62,49,51,6.06
264,West Plains,US,2021-11-18 15:32:31,36.7281,-91.8524,45.43,38,1,4.0
265,Mutoko,ZW,2021-11-18 15:32:31,-17.397,32.2268,86.92,19,14,4.7
266,Nouakchott,MR,2021-11-18 15:31:15,18.0858,-15.9785,80.53,61,100,14.14
267,Codrington,AU,2021-11-18 15:32:32,-38.2667,141.9667,54.37,69,100,12.33
268,Charters Towers,AU,2021-11-18 15:32:32,-20.1,146.2667,71.44,77,0,12.1
269,Hambantota,LK,2021-11-18 15:32:33,6.1241,81.1185,80.94,83,75,3.44
270,Awjilah,LY,2021-11-18 15:32:33,29.1081,21.2869,74.75,33,39,8.05
271,Rincon De La Victoria,ES,2021-11-18 15:32:33,36.7172,-4.2758,70.84,69,93,20.51
272,Jatai,BR,2021-11-18 15:32:34,-17.8814,-51.7144,77.11,78,99,12.37
273,San Carlos De Bariloche,AR,2021-11-18 15:28:50,-41.1456,-71.3082,58.75,44,75,17.27
274,Tilichiki,RU,2021-11-18 15:32:35,60.4667,166.1,23.14,89,100,13.27
275,Cockburn Town,TC,2021-11-18 15:33:35,21.4612,-71.1419,81.63,70,7,18.75
276,Jalu,LY,2021-11-18 15:33:36,29.0331,21.5482,74.62,34,14,7.54
277,Upington,ZA,2021-11-18 15:33:36,-28.4478,21.2561,80.98,17,0,9.22
278,Pocone,BR,2021-11-18 15:33:37,-16.2567,-56.6228,71.74,88,100,4.03
279,Vaitape,PF,2021-11-18 15:33:37,-16.5167,-151.75,80.67,64,100,17.16
280,Naigarhi,IN,2021-11-18 15:33:38,24.7833,81.7833,66.54,44,21,4.05
281,Bosaso,SO,2021-11-18 15:32:53,11.2842,49.1816,77.56,62,81,2.93
282,De Haan,BE,2021-11-18 15:33:38,51.272,3.0429,55.38,84,0,5.01
283,Husavik,IS,2021-11-18 15:33:38,66.0449,-17.3389,28.31,75,100,8.05
284,Urumqi,CN,2021-11-18 15:33:39,43.801,87.6005,23.95,74,0,2.24
285,Chabahar,IR,2021-11-18 15:33:39,25.2919,60.643,76.71,45,0,6.08
286,Lakselv,NO,2021-11-18 15:33:40,70.0513,24.9718,31.82,86,0,8.05
287,Korla,CN,2021-11-18 15:33:40,41.7597,86.1469,35.1,40,2,7.09
288,Kismayo,SO,2021-11-18 15:33:41,-0.3582,42.5454,80.56,78,37,12.35
289,Antiguo Morelos,MX,2021-11-18 15:33:41,22.5495,-99.0812,70.95,63,0,2.39
290,Alta Floresta,BR,2021-11-18 15:33:41,-9.8756,-56.0861,85.82,70,40,3.44
291,Sinnamary,GF,2021-11-18 15:33:42,5.3833,-52.95,84.42,70,57,8.72
292,Sorland,NO,2021-11-18 15:33:42,67.667,12.6934,40.86,65,75,18.41
293,Kutum,SD,2021-11-18 15:33:42,14.2,24.6667,78.33,17,10,8.57
294,San Quintin,MX,2021-11-18 15:33:43,30.4833,-115.95,63.07,73,50,5.7
295,Casamassima,IT,2021-11-18 15:33:43,40.9571,16.9204,60.44,86,96,1.01
